Observation,Measure,Measure,Area Code,Area,Year,Quarter
153938.66666666666,Other dwellings,Other dwellings,N92000001,Northern Ireland,2015,Q4
152149.60843534462,Other dwellings,Other dwellings,N92000001,Northern Ireland,2016,Q1
141556.36680492773,Other dwellings,Other dwellings,N92000001,Northern Ireland,2016,Q2
1513784342161925,Other dwellings,Other dwellings,N92000001,Northern Ireland,2016,Q3
151470.40688325488,Other dwellings,Other dwellings,N92000001,Northern Ireland,2016,Q4
145501.8434079346,Other dwellings,Other dwellings,N92000001,Northern Ireland,2017,Q1
143297.7779876614,Other dwellings,Other dwellings,N92000001,Northern Ireland,2017,Q2
151436.33768957583,Other dwellings,Other dwellings,N92000001,Northern Ireland,2017,Q3
145979.5696846958,Other dwellings,Other dwellings,N92000001,Northern Ireland,2017,Q4
147645.46421274552,Other dwellings,Other dwellings,N92000001,Northern Ireland,2018,Q1
148191.3436170792,Other dwellings,Other dwellings,N92000001,Northern Ireland,2018,Q2
154935.65916342975,Other dwellings,Other dwellings,N92000001,Northern Ireland,2018,Q3
152228.96063078757,Other dwellings,Other dwellings,N92000001,Northern Ireland,2018,Q4
153056.29536423835,Other dwellings,Other dwellings,N92000001,Northern Ireland,2019,Q1
151959.66666666666,Other dwellings,Other dwellings,N92000001,Northern Ireland,2019,Q2
154104.33333333334,Other dwellings,Other dwellings,N92000001,Northern Ireland,2019,Q3
155818.66666666666,Other dwellings,Other dwellings,N92000001,Northern Ireland,2019,Q4
158186,Other dwellings,Other dwellings,N92000001,Northern Ireland,2020,Q1
158535.33333333334,Other dwellings,Other dwellings,N92000001,Northern Ireland,2020,Q2
165258.66666666666,Other dwellings,Other dwellings,N92000001,Northern Ireland,2020,Q3
175340.66666666666,Other dwellings,Other dwellings,N92000001,Northern Ireland,2020,Q4
179495.33333333334,Other dwellings,Other dwellings,N92000001,Northern Ireland,2021,Q1
185896,Other dwellings,Other dwellings,N92000001,Northern Ireland,2021,Q2
174913,Other dwellings,Other dwellings,N92000001,Northern Ireland,2021,Q3
165070.66666666666,Other dwellings,Other dwellings,N92000001,Northern Ireland,2021,Q4
178526.33333333334,Other dwellings,Other dwellings,N92000001,Northern Ireland,2022,Q1
182400,Other dwellings,Other dwellings,N92000001,Northern Ireland,2022,Q2
190339,Other dwellings,Other dwellings,N92000001,Northern Ireland,2022,Q3
185270.33333333334,Other dwellings,Other dwellings,N92000001,Northern Ireland,2022,Q4
179241.33333333334,Other dwellings,Other dwellings,N92000001,Northern Ireland,2023,Q1
62255,All dwellings,All dwellings,K02000001,United Kingdom,1992,Q2
63712,All dwellings,All dwellings,K02000001,United Kingdom,1992,Q3
59230,All dwellings,All dwellings,K02000001,United Kingdom,1992,Q4
60213,All dwellings,All dwellings,K02000001,United Kingdom,1993,Q1
61895,All dwellings,All dwellings,K02000001,United Kingdom,1993,Q2
63742,All dwellings,All dwellings,K02000001,United Kingdom,1993,Q3
62596,All dwellings,All dwellings,K02000001,United Kingdom,1993,Q4
62024,All dwellings,All dwellings,K02000001,United Kingdom,1994,Q1
64835,All dwellings,All dwellings,K02000001,United Kingdom,1994,Q2
66159,All dwellings,All dwellings,K02000001,United Kingdom,1994,Q3
65583,All dwellings,All dwellings,K02000001,United Kingdom,1994,Q4
62329,All dwellings,All dwellings,K02000001,United Kingdom,1995,Q1
65193,All dwellings,All dwellings,K02000001,United Kingdom,1995,Q2
68054,All dwellings,All dwellings,K02000001,United Kingdom,1995,Q3
66704,All dwellings,All dwellings,K02000001,United Kingdom,1995,Q4
65770,All dwellings,All dwellings,K02000001,United Kingdom,1996,Q1
68890,All dwellings,All dwellings,K02000001,United Kingdom,1996,Q2
73029,All dwellings,All dwellings,K02000001,United Kingdom,1996,Q3
72518,All dwellings,All dwellings,K02000001,United Kingdom,1996,Q4
72759,All dwellings,All dwellings,K02000001,United Kingdom,1997,Q1
75837,All dwellings,All dwellings,K02000001,United Kingdom,1997,Q2
78178,All dwellings,All dwellings,K02000001,United Kingdom,1997,Q3
76253,All dwellings,All dwellings,K02000001,United Kingdom,1997,Q4
77519,All dwellings,All dwellings,K02000001,United Kingdom,1998,Q1
80964,All dwellings,All dwellings,K02000001,United Kingdom,1998,Q2
85257,All dwellings,All dwellings,K02000001,United Kingdom,1998,Q3
83031,All dwellings,All dwellings,K02000001,United Kingdom,1998,Q4
84110,All dwellings,All dwellings,K02000001,United Kingdom,1999,Q1
89879,All dwellings,All dwellings,K02000001,United Kingdom,1999,Q2
96843,All dwellings,All dwellings,K02000001,United Kingdom,1999,Q3
96588,All dwellings,All dwellings,K02000001,United Kingdom,1999,Q4
97184,All dwellings,All dwellings,K02000001,United Kingdom,2000,Q1
101785,All dwellings,All dwellings,K02000001,United Kingdom,2000,Q2
102384,All dwellings,All dwellings,K02000001,United Kingdom,2000,Q3
104087,All dwellings,All dwellings,K02000001,United Kingdom,2000,Q4
106928,All dwellings,All dwellings,K02000001,United Kingdom,2001,Q1
112325,All dwellings,All dwellings,K02000001,United Kingdom,2001,Q2
117455,All dwellings,All dwellings,K02000001,United Kingdom,2001,Q3
112675,All dwellings,All dwellings,K02000001,United Kingdom,2001,Q4
113496,All dwellings,All dwellings,K02000001,United Kingdom,2002,Q1
125750,All dwellings,All dwellings,K02000001,United Kingdom,2002,Q2
135589,All dwellings,All dwellings,K02000001,United Kingdom,2002,Q3
134269,All dwellings,All dwellings,K02000001,United Kingdom,2002,Q4
133711,All dwellings,All dwellings,K02000001,United Kingdom,2003,Q1
141819,All dwellings,All dwellings,K02000001,United Kingdom,2003,Q2
162121,All dwellings,All dwellings,K02000001,United Kingdom,2003,Q3
166208,All dwellings,All dwellings,K02000001,United Kingdom,2003,Q4
168928,All dwellings,All dwellings,K02000001,United Kingdom,2004,Q1
177128,All dwellings,All dwellings,K02000001,United Kingdom,2004,Q2
189139,All dwellings,All dwellings,K02000001,United Kingdom,2004,Q3
185797,All dwellings,All dwellings,K02000001,United Kingdom,2004,Q4
185194,All dwellings,All dwellings,K02000001,United Kingdom,2005,Q1
189852,All dwellings,All dwellings,K02000001,United Kingdom,2005,Q2
199051,All dwellings,All dwellings,K02000001,United Kingdom,2005,Q3
188944,All dwellings,All dwellings,K02000001,United Kingdom,2005,Q4
193421,All dwellings,All dwellings,K02000001,United Kingdom,2006,Q1
199482,All dwellings,All dwellings,K02000001,United Kingdom,2006,Q2
214028,All dwellings,All dwellings,K02000001,United Kingdom,2006,Q3
212322,All dwellings,All dwellings,K02000001,United Kingdom,2006,Q4
217364,All dwellings,All dwellings,K02000001,United Kingdom,2007,Q1
218724,All dwellings,All dwellings,K02000001,United Kingdom,2007,Q2
232033.33350414629,All dwellings,All dwellings,K02000001,United Kingdom,2007,Q3
2255006728522375,All dwellings,All dwellings,K02000001,United Kingdom,2007,Q4
227124.94205953515,All dwellings,All dwellings,K02000001,United Kingdom,2008,Q1
228354.36087571122,All dwellings,All dwellings,K02000001,United Kingdom,2008,Q2
233498.54092882635,All dwellings,All dwellings,K02000001,United Kingdom,2008,Q3
222082.84145447993,All dwellings,All dwellings,K02000001,United Kingdom,2008,Q4
2169778275412885,All dwellings,All dwellings,K02000001,United Kingdom,2009,Q1
215730.76285760998,All dwellings,All dwellings,K02000001,United Kingdom,2009,Q2
236415.50521270093,All dwellings,All dwellings,K02000001,United Kingdom,2009,Q3
235133.51468358107,All dwellings,All dwellings,K02000001,United Kingdom,2009,Q4
253391.36410011948,All dwellings,All dwellings,K02000001,United Kingdom,2010,Q1
249182.22626233308,All dwellings,All dwellings,K02000001,United Kingdom,2010,Q2
258083.94676400896,All dwellings,All dwellings,K02000001,United Kingdom,2010,Q3
244040.10197546892,All dwellings,All dwellings,K02000001,United Kingdom,2010,Q4
244164.1562970271,All dwellings,All dwellings,K02000001,United Kingdom,2011,Q1
240280.56587633517,All dwellings,All dwellings,K02000001,United Kingdom,2011,Q2
254434.53236432464,All dwellings,All dwellings,K02000001,United Kingdom,2011,Q3
242397.10333333336,All dwellings,All dwellings,K02000001,United Kingdom,2011,Q4
239364.46363072758,All dwellings,All dwellings,K02000001,United Kingdom,2012,Q1
244142.55429411647,All dwellings,All dwellings,K02000001,United Kingdom,2012,Q2
253874.27496666668,All dwellings,All dwellings,K02000001,United Kingdom,2012,Q3
246747.61576666668,All dwellings,All dwellings,K02000001,United Kingdom,2012,Q4
243412.22868479206,All dwellings,All dwellings,K02000001,United Kingdom,2013,Q1
244525.40132181684,All dwellings,All dwellings,K02000001,United Kingdom,2013,Q2
260248.8820303046,All dwellings,All dwellings,K02000001,United Kingdom,2013,Q3
254884.4424873028,All dwellings,All dwellings,K02000001,United Kingdom,2013,Q4
260382.99993333337,All dwellings,All dwellings,K02000001,United Kingdom,2014,Q1
264373117159728,All dwellings,All dwellings,K02000001,United Kingdom,2014,Q2
277740.7366799879,All dwellings,All dwellings,K02000001,United Kingdom,2014,Q3
266029.3333333333,All dwellings,All dwellings,K02000001,United Kingdom,2014,Q4
269956,All dwellings,All dwellings,K02000001,United Kingdom,2015,Q1
266839.6666666667,All dwellings,All dwellings,K02000001,United Kingdom,2015,Q2
288261.6666666667,All dwellings,All dwellings,K02000001,United Kingdom,2015,Q3
281163.8433333333,All dwellings,All dwellings,K02000001,United Kingdom,2015,Q4
293242057711191,All dwellings,All dwellings,K02000001,United Kingdom,2016,Q1
268019.2683204806,All dwellings,All dwellings,K02000001,United Kingdom,2016,Q2
286023.1268047912,All dwellings,All dwellings,K02000001,United Kingdom,2016,Q3
282758.2508422484,All dwellings,All dwellings,K02000001,United Kingdom,2016,Q4
2751277243915513,All dwellings,All dwellings,K02000001,United Kingdom,2017,Q1
279221.8849056756,All dwellings,All dwellings,K02000001,United Kingdom,2017,Q2
288216.64976816793,All dwellings,All dwellings,K02000001,United Kingdom,2017,Q3
278650.8148060758,All dwellings,All dwellings,K02000001,United Kingdom,2017,Q4
281353.7378461854,All dwellings,All dwellings,K02000001,United Kingdom,2018,Q1
279252.9029051466,All dwellings,All dwellings,K02000001,United Kingdom,2018,Q2
289515.1022171706,All dwellings,All dwellings,K02000001,United Kingdom,2018,Q3
280728.2732482086,All dwellings,All dwellings,K02000001,United Kingdom,2018,Q4
275746.1861744051,All dwellings,All dwellings,K02000001,United Kingdom,2019,Q1
275901.3333333333,All dwellings,All dwellings,K02000001,United Kingdom,2019,Q2
288316.6666666667,All dwellings,All dwellings,K02000001,United Kingdom,2019,Q3
288731,All dwellings,All dwellings,K02000001,United Kingdom,2019,Q4
290790.3333333333,All dwellings,All dwellings,K02000001,United Kingdom,2020,Q1
281149.3333333333,All dwellings,All dwellings,K02000001,United Kingdom,2020,Q2
315639.3333333333,All dwellings,All dwellings,K02000001,United Kingdom,2020,Q3
325534.6666666667,All dwellings,All dwellings,K02000001,United Kingdom,2020,Q4
345338,All dwellings,All dwellings,K02000001,United Kingdom,2021,Q1
342759.3333333333,All dwellings,All dwellings,K02000001,United Kingdom,2021,Q2
295338.3333333333,All dwellings,All dwellings,K02000001,United Kingdom,2021,Q3
310944,All dwellings,All dwellings,K02000001,United Kingdom,2021,Q4
329968.3333333333,All dwellings,All dwellings,K02000001,United Kingdom,2022,Q1
335472.3333333333,All dwellings,All dwellings,K02000001,United Kingdom,2022,Q2
353532.6666666667,All dwellings,All dwellings,K02000001,United Kingdom,2022,Q3
342755,All dwellings,All dwellings,K02000001,United Kingdom,2022,Q4
327524.6666666667,All dwellings,All dwellings,K02000001,United Kingdom,2023,Q1
62823,All dwellings,All dwellings,K03000001,Great Britain,1992,Q2
64265,All dwellings,All dwellings,K03000001,Great Britain,1992,Q3
59796,All dwellings,All dwellings,K03000001,Great Britain,1992,Q4
60903,All dwellings,All dwellings,K03000001,Great Britain,1993,Q1
62464,All dwellings,All dwellings,K03000001,Great Britain,1993,Q2
64170,All dwellings,All dwellings,K03000001,Great Britain,1993,Q3
63050,All dwellings,All dwellings,K03000001,Great Britain,1993,Q4
62607,All dwellings,All dwellings,K03000001,Great Britain,1994,Q1
65445,All dwellings,All dwellings,K03000001,Great Britain,1994,Q2
66713,All dwellings,All dwellings,K03000001,Great Britain,1994,Q3
66090,All dwellings,All dwellings,K03000001,Great Britain,1994,Q4
62848,All dwellings,All dwellings,K03000001,Great Britain,1995,Q1
65793,All dwellings,All dwellings,K03000001,Great Britain,1995,Q2
68701,All dwellings,All dwellings,K03000001,Great Britain,1995,Q3
67395,All dwellings,All dwellings,K03000001,Great Britain,1995,Q4
66529,All dwellings,All dwellings,K03000001,Great Britain,1996,Q1
69429,All dwellings,All dwellings,K03000001,Great Britain,1996,Q2
73679,All dwellings,All dwellings,K03000001,Great Britain,1996,Q3
69972,All dwellings,All dwellings,K03000001,Great Britain,1996,Q4
72974,All dwellings,All dwellings,K03000001,Great Britain,1997,Q1
76373,All dwellings,All dwellings,K03000001,Great Britain,1997,Q2
78824,All dwellings,All dwellings,K03000001,Great Britain,1997,Q3
76706,All dwellings,All dwellings,K03000001,Great Britain,1997,Q4
78002,All dwellings,All dwellings,K03000001,Great Britain,1998,Q1
81464,All dwellings,All dwellings,K03000001,Great Britain,1998,Q2
85950,All dwellings,All dwellings,K03000001,Great Britain,1998,Q3
83467,All dwellings,All dwellings,K03000001,Great Britain,1998,Q4
84779,All dwellings,All dwellings,K03000001,Great Britain,1999,Q1
90349,All dwellings,All dwellings,K03000001,Great Britain,1999,Q2
97691,All dwellings,All dwellings,K03000001,Great Britain,1999,Q3
97246,All dwellings,All dwellings,K03000001,Great Britain,1999,Q4
97959,All dwellings,All dwellings,K03000001,Great Britain,2000,Q1
102613,All dwellings,All dwellings,K03000001,Great Britain,2000,Q2
103219,All dwellings,All dwellings,K03000001,Great Britain,2000,Q3
104731,All dwellings,All dwellings,K03000001,Great Britain,2000,Q4
107656,All dwellings,All dwellings,K03000001,Great Britain,2001,Q1
113112,All dwellings,All dwellings,K03000001,Great Britain,2001,Q2
118098,All dwellings,All dwellings,K03000001,Great Britain,2001,Q3
113532,All dwellings,All dwellings,K03000001,Great Britain,2001,Q4
114225,All dwellings,All dwellings,K03000001,Great Britain,2002,Q1
126809,All dwellings,All dwellings,K03000001,Great Britain,2002,Q2
136601,All dwellings,All dwellings,K03000001,Great Britain,2002,Q3
135221,All dwellings,All dwellings,K03000001,Great Britain,2002,Q4
135238,All dwellings,All dwellings,K03000001,Great Britain,2003,Q1
143351,All dwellings,All dwellings,K03000001,Great Britain,2003,Q2
163737,All dwellings,All dwellings,K03000001,Great Britain,2003,Q3
167706,All dwellings,All dwellings,K03000001,Great Britain,2003,Q4
170534,All dwellings,All dwellings,K03000001,Great Britain,2004,Q1
178780,All dwellings,All dwellings,K03000001,Great Britain,2004,Q2
190810,All dwellings,All dwellings,K03000001,Great Britain,2004,Q3
187641,All dwellings,All dwellings,K03000001,Great Britain,2004,Q4
187176,All dwellings,All dwellings,K03000001,Great Britain,2005,Q1
191848,All dwellings,All dwellings,K03000001,Great Britain,2005,Q2
200736,All dwellings,All dwellings,K03000001,Great Britain,2005,Q3
189931,All dwellings,All dwellings,K03000001,Great Britain,2005,Q4
194302,All dwellings,All dwellings,K03000001,Great Britain,2006,Q1
200173,All dwellings,All dwellings,K03000001,Great Britain,2006,Q2
214510,All dwellings,All dwellings,K03000001,Great Britain,2006,Q3
212630,All dwellings,All dwellings,K03000001,Great Britain,2006,Q4
217526,All dwellings,All dwellings,K03000001,Great Britain,2007,Q1
218606,All dwellings,All dwellings,K03000001,Great Britain,2007,Q2
231843.17462894964,All dwellings,All dwellings,K03000001,Great Britain,2007,Q3
225408.37622561524,All dwellings,All dwellings,K03000001,Great Britain,2007,Q4
227110.8868613219,All dwellings,All dwellings,K03000001,Great Britain,2008,Q1
228491.43604542897,All dwellings,All dwellings,K03000001,Great Britain,2008,Q2
233730.32669314797,All dwellings,All dwellings,K03000001,Great Britain,2008,Q3
222321.97283460622,All dwellings,All dwellings,K03000001,Great Britain,2008,Q4
217378.26341060398,All dwellings,All dwellings,K03000001,Great Britain,2009,Q1
216342.3430324228,All dwellings,All dwellings,K03000001,Great Britain,2009,Q2
237153.6125897906,All dwellings,All dwellings,K03000001,Great Britain,2009,Q3
2356638035077865,All dwellings,All dwellings,K03000001,Great Britain,2009,Q4
254300.39313526126,All dwellings,All dwellings,K03000001,Great Britain,2010,Q1
250228.80798352652,All dwellings,All dwellings,K03000001,Great Britain,2010,Q2
259379.83119675782,All dwellings,All dwellings,K03000001,Great Britain,2010,Q3
244998.84840565853,All dwellings,All dwellings,K03000001,Great Britain,2010,Q4
245330.88046536248,All dwellings,All dwellings,K03000001,Great Britain,2011,Q1
241547.99809010656,All dwellings,All dwellings,K03000001,Great Britain,2011,Q2
255813.4025902168,All dwellings,All dwellings,K03000001,Great Britain,2011,Q3
243906.55000000002,All dwellings,All dwellings,K03000001,Great Britain,2011,Q4
240750.5068511758,All dwellings,All dwellings,K03000001,Great Britain,2012,Q1
245357.7713368854,All dwellings,All dwellings,K03000001,Great Britain,2012,Q2
255104.76580000002,All dwellings,All dwellings,K03000001,Great Britain,2012,Q3
247973.64560000002,All dwellings,All dwellings,K03000001,Great Britain,2012,Q4
244575.19146626213,All dwellings,All dwellings,K03000001,Great Britain,2013,Q1
245748.3635568087,All dwellings,All dwellings,K03000001,Great Britain,2013,Q2
261588.71428333025,All dwellings,All dwellings,K03000001,Great Britain,2013,Q3
256091.77349706332,All dwellings,All dwellings,K03000001,Great Britain,2013,Q4
261794.10143333333,All dwellings,All dwellings,K03000001,Great Britain,2014,Q1
265780.77295719186,All dwellings,All dwellings,K03000001,Great Britain,2014,Q2
279418.5532406759,All dwellings,All dwellings,K03000001,Great Britain,2014,Q3
267763.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2014,Q4
272131,All dwellings,All dwellings,K03000001,Great Britain,2015,Q1
269111,All dwellings,All dwellings,K03000001,Great Britain,2015,Q2
290767.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2015,Q3
283509.21,All dwellings,All dwellings,K03000001,Great Britain,2015,Q4
295912.9925471291,All dwellings,All dwellings,K03000001,Great Britain,2016,Q1
270502.3972388915,All dwellings,All dwellings,K03000001,Great Britain,2016,Q2
288473.61734681606,All dwellings,All dwellings,K03000001,Great Britain,2016,Q3
285253.4553235208,All dwellings,All dwellings,K03000001,Great Britain,2016,Q4
277842.8902748576,All dwellings,All dwellings,K03000001,Great Britain,2017,Q1
281990.9405964178,All dwellings,All dwellings,K03000001,Great Britain,2017,Q2
291175.6444942386,All dwellings,All dwellings,K03000001,Great Britain,2017,Q3
281766.87476062466,All dwellings,All dwellings,K03000001,Great Britain,2017,Q4
284471.605004199,All dwellings,All dwellings,K03000001,Great Britain,2018,Q1
282467.26742158196,All dwellings,All dwellings,K03000001,Great Britain,2018,Q2
292703.8353705817,All dwellings,All dwellings,K03000001,Great Britain,2018,Q3
283927.1363115912,All dwellings,All dwellings,K03000001,Great Britain,2018,Q4
278869.49939635844,All dwellings,All dwellings,K03000001,Great Britain,2019,Q1
279043.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2019,Q2
291713.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2019,Q3
291957.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2019,Q4
294185.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2020,Q1
283158.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2020,Q2
319143.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2020,Q3
329440.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2020,Q4
349006,All dwellings,All dwellings,K03000001,Great Britain,2021,Q1
346437.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2021,Q2
298925.6666666667,All dwellings,All dwellings,K03000001,Great Britain,2021,Q3
314927.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2021,Q4
333810,All dwellings,All dwellings,K03000001,Great Britain,2022,Q1
339333.3333333333,All dwellings,All dwellings,K03000001,Great Britain,2022,Q2
357364.6666666667,All dwellings,All dwellings,K03000001,Great Britain,2022,Q3
346301.6666666667,All dwellings,All dwellings,K03000001,Great Britain,2022,Q4
330858,All dwellings,All dwellings,K03000001,Great Britain,2023,Q1
63810,All dwellings,All dwellings,K04000001,England and Wales,1992,Q2
65183,All dwellings,All dwellings,K04000001,England and Wales,1992,Q3
60818,All dwellings,All dwellings,K04000001,England and Wales,1992,Q4
62397,All dwellings,All dwellings,K04000001,England and Wales,1993,Q1
63218,All dwellings,All dwellings,K04000001,England and Wales,1993,Q2
65299,All dwellings,All dwellings,K04000001,England and Wales,1993,Q3
64294,All dwellings,All dwellings,K04000001,England and Wales,1993,Q4
64407,All dwellings,All dwellings,K04000001,England and Wales,1994,Q1
66653,All dwellings,All dwellings,K04000001,England and Wales,1994,Q2
67938,All dwellings,All dwellings,K04000001,England and Wales,1994,Q3
67799,All dwellings,All dwellings,K04000001,England and Wales,1994,Q4
64269,All dwellings,All dwellings,K04000001,England and Wales,1995,Q1
66972,All dwellings,All dwellings,K04000001,England and Wales,1995,Q2
69685,All dwellings,All dwellings,K04000001,England and Wales,1995,Q3
68167,All dwellings,All dwellings,K04000001,England and Wales,1995,Q4
67513,All dwellings,All dwellings,K04000001,England and Wales,1996,Q1
70403,All dwellings,All dwellings,K04000001,England and Wales,1996,Q2
74769,All dwellings,All dwellings,K04000001,England and Wales,1996,Q3
71045,All dwellings,All dwellings,K04000001,England and Wales,1996,Q4
74417,All dwellings,All dwellings,K04000001,England and Wales,1997,Q1
77518,All dwellings,All dwellings,K04000001,England and Wales,1997,Q2
80125,All dwellings,All dwellings,K04000001,England and Wales,1997,Q3
77977,All dwellings,All dwellings,K04000001,England and Wales,1997,Q4
79516,All dwellings,All dwellings,K04000001,England and Wales,1998,Q1
82700,All dwellings,All dwellings,K04000001,England and Wales,1998,Q2
87088,All dwellings,All dwellings,K04000001,England and Wales,1998,Q3
84710,All dwellings,All dwellings,K04000001,England and Wales,1998,Q4
86329,All dwellings,All dwellings,K04000001,England and Wales,1999,Q1
91795,All dwellings,All dwellings,K04000001,England and Wales,1999,Q2
99363,All dwellings,All dwellings,K04000001,England and Wales,1999,Q3
98792,All dwellings,All dwellings,K04000001,England and Wales,1999,Q4
99952,All dwellings,All dwellings,K04000001,England and Wales,2000,Q1
105362,All dwellings,All dwellings,K04000001,England and Wales,2000,Q2
106188,All dwellings,All dwellings,K04000001,England and Wales,2000,Q3
107770,All dwellings,All dwellings,K04000001,England and Wales,2000,Q4
110746,All dwellings,All dwellings,K04000001,England and Wales,2001,Q1
116936,All dwellings,All dwellings,K04000001,England and Wales,2001,Q2
121683,All dwellings,All dwellings,K04000001,England and Wales,2001,Q3
117072,All dwellings,All dwellings,K04000001,England and Wales,2001,Q4
118537,All dwellings,All dwellings,K04000001,England and Wales,2002,Q1
131273,All dwellings,All dwellings,K04000001,England and Wales,2002,Q2
142512,All dwellings,All dwellings,K04000001,England and Wales,2002,Q3
141034,All dwellings,All dwellings,K04000001,England and Wales,2002,Q4
141790,All dwellings,All dwellings,K04000001,England and Wales,2003,Q1
150710,All dwellings,All dwellings,K04000001,England and Wales,2003,Q2
170655,All dwellings,All dwellings,K04000001,England and Wales,2003,Q3
173439,All dwellings,All dwellings,K04000001,England and Wales,2003,Q4
176146,All dwellings,All dwellings,K04000001,England and Wales,2004,Q1
185898,All dwellings,All dwellings,K04000001,England and Wales,2004,Q2
198078,All dwellings,All dwellings,K04000001,England and Wales,2004,Q3
195649,All dwellings,All dwellings,K04000001,England and Wales,2004,Q4
196016,All dwellings,All dwellings,K04000001,England and Wales,2005,Q1
199749,All dwellings,All dwellings,K04000001,England and Wales,2005,Q2
207964,All dwellings,All dwellings,K04000001,England and Wales,2005,Q3
195432,All dwellings,All dwellings,K04000001,England and Wales,2005,Q4
200144,All dwellings,All dwellings,K04000001,England and Wales,2006,Q1
206326,All dwellings,All dwellings,K04000001,England and Wales,2006,Q2
220602,All dwellings,All dwellings,K04000001,England and Wales,2006,Q3
218320,All dwellings,All dwellings,K04000001,England and Wales,2006,Q4
223173,All dwellings,All dwellings,K04000001,England and Wales,2007,Q1
224337,All dwellings,All dwellings,K04000001,England and Wales,2007,Q2
237919.5050083728,All dwellings,All dwellings,K04000001,England and Wales,2007,Q3
231219.16725633052,All dwellings,All dwellings,K04000001,England and Wales,2007,Q4
233314.1784659012,All dwellings,All dwellings,K04000001,England and Wales,2008,Q1
234390.625279755,All dwellings,All dwellings,K04000001,England and Wales,2008,Q2
240082.23044289535,All dwellings,All dwellings,K04000001,England and Wales,2008,Q3
2273701577425818,All dwellings,All dwellings,K04000001,England and Wales,2008,Q4
221831.1192408899,All dwellings,All dwellings,K04000001,England and Wales,2009,Q1
220054.52399173751,All dwellings,All dwellings,K04000001,England and Wales,2009,Q2
240424.67140815835,All dwellings,All dwellings,K04000001,England and Wales,2009,Q3
238752.98311402116,All dwellings,All dwellings,K04000001,England and Wales,2009,Q4
258732.59330157258,All dwellings,All dwellings,K04000001,England and Wales,2010,Q1
254962.8235422287,All dwellings,All dwellings,K04000001,England and Wales,2010,Q2
264356.9174521433,All dwellings,All dwellings,K04000001,England and Wales,2010,Q3
249482.97321147737,All dwellings,All dwellings,K04000001,England and Wales,2010,Q4
250369.13214817204,All dwellings,All dwellings,K04000001,England and Wales,2011,Q1
245668.36659040465,All dwellings,All dwellings,K04000001,England and Wales,2011,Q2
260327.29095199166,All dwellings,All dwellings,K04000001,England and Wales,2011,Q3
248316.21,All dwellings,All dwellings,K04000001,England and Wales,2011,Q4
244829.49909251346,All dwellings,All dwellings,K04000001,England and Wales,2012,Q1
250543890169303,All dwellings,All dwellings,K04000001,England and Wales,2012,Q2
260059.49029999998,All dwellings,All dwellings,K04000001,England and Wales,2012,Q3
252105.71433333334,All dwellings,All dwellings,K04000001,England and Wales,2012,Q4
249463.11810120955,All dwellings,All dwellings,K04000001,England and Wales,2013,Q1
251276.8436987591,All dwellings,All dwellings,K04000001,England and Wales,2013,Q2
267047.5787912707,All dwellings,All dwellings,K04000001,England and Wales,2013,Q3
260803.67985503832,All dwellings,All dwellings,K04000001,England and Wales,2013,Q4
267136.6008666667,All dwellings,All dwellings,K04000001,England and Wales,2014,Q1
271069.8016306848,All dwellings,All dwellings,K04000001,England and Wales,2014,Q2
284788.8429633547,All dwellings,All dwellings,K04000001,England and Wales,2014,Q3
272621.6666666667,All dwellings,All dwellings,K04000001,England and Wales,2014,Q4
276820,All dwellings,All dwellings,K04000001,England and Wales,2015,Q1
276922.3333333333,All dwellings,All dwellings,K04000001,England and Wales,2015,Q2
298447,All dwellings,All dwellings,K04000001,England and Wales,2015,Q3
290893.18,All dwellings,All dwellings,K04000001,England and Wales,2015,Q4
304090.6409420176,All dwellings,All dwellings,K04000001,England and Wales,2016,Q1
277946.7623613784,All dwellings,All dwellings,K04000001,England and Wales,2016,Q2
296288.5279314281,All dwellings,All dwellings,K04000001,England and Wales,2016,Q3
292370.5775573166,All dwellings,All dwellings,K04000001,England and Wales,2016,Q4
286626.63964691764,All dwellings,All dwellings,K04000001,England and Wales,2017,Q1
291762.817482667,All dwellings,All dwellings,K04000001,England and Wales,2017,Q2
299870.26396773837,All dwellings,All dwellings,K04000001,England and Wales,2017,Q3
289795.2941567365,All dwellings,All dwellings,K04000001,England and Wales,2017,Q4
292383.41768129735,All dwellings,All dwellings,K04000001,England and Wales,2018,Q1
291650.698271783,All dwellings,All dwellings,K04000001,England and Wales,2018,Q2
301994.55472105485,All dwellings,All dwellings,K04000001,England and Wales,2018,Q3
291699.29027793306,All dwellings,All dwellings,K04000001,England and Wales,2018,Q4
286771.1326923469,All dwellings,All dwellings,K04000001,England and Wales,2019,Q1
288401.6666666667,All dwellings,All dwellings,K04000001,England and Wales,2019,Q2
301185,All dwellings,All dwellings,K04000001,England and Wales,2019,Q3
